template_idx,NL,NL_mask,entity_list,NL_substituted,Cypher,Cypher_mask,Cypher_substituted,weight,level
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안신반포팰리스아파트,래미안신반포팰리스아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’래미안신반포팰리스아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배그랑자이아파트,방배그랑자이아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’방배그랑자이아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안퍼스티지아파트,래미안퍼스티지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’래미안퍼스티지아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초롯데캐슬프레지던트아파트,서초롯데캐슬프레지던트아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초롯데캐슬프레지던트아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포21차아파트,신반포21차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포21차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초래미안아파트,서초래미안아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초래미안아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,우면한라아파트,우면한라아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’우면한라아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초네이처힐4단지아파트,서초네이처힐4단지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’서초네이처힐4단지아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포27차아파트,신반포27차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포27차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안원베일리아파트,래미안원베일리아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’래미안원베일리아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,현대ESA아파트,현대ESA아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’현대ESA아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,LH서초5단지아파트,LH서초5단지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’LH서초5단지아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,킴스빌리지아파트,킴스빌리지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’킴스빌리지아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배아크로타워아파트,방배아크로타워아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’방배아크로타워아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,블루힐하우스아파트,블루힐하우스아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’블루힐하우스아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배대우디오빌아파트,방배대우디오빌아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’방배대우디오빌아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초교대e편한세상아파트,서초교대e편한세상아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초교대e편한세상아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초e-편한세상5차아파트,서초e-편한세상5차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초e-편한세상5차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,삼익아파트,삼익아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’삼익아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,한신타운아파트,한신타운아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’한신타운아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포2차아파트,신반포2차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포2차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초현대아파트,서초현대아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’서초현대아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,아크로리버파크아파트,아크로리버파크아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’아크로리버파크아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,디에이치라클라스아파트,디에이치라클라스아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’디에이치라클라스아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포11차아파트,신반포11차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포11차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,롯데캐슬헤론아파트,롯데캐슬헤론아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’롯데캐슬헤론아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,반포미도1차아파트,반포미도1차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’반포미도1차아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,금호베스트빌아파트,금호베스트빌아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’금호베스트빌아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신동아1차아파트,신동아1차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’신동아1차아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,킴스빌리지아파트,킴스빌리지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’킴스빌리지아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,디에이치라클라스아파트,디에이치라클라스아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’디에이치라클라스아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,마제스타시티힐스테이트서리풀아파트,마제스타시티힐스테이트서리풀아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’마제스타시티힐스테이트서리풀아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,한라비발디스튜디오193(도시형)아파트,한라비발디스튜디오193(도시형)아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’한라비발디스튜디오193(도시형)아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포15차아파트,신반포15차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포15차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포자이아파트,신반포자이아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포자이아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초LH4단지아파트,서초LH4단지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초LH4단지아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안리더스원아파트,래미안리더스원아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’래미안리더스원아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포12차아파트,신반포12차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’신반포12차아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,삼호가든맨션5차아파트,삼호가든맨션5차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’삼호가든맨션5차아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초호반써밋아파트,서초호반써밋아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’서초호반써밋아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안서초에스티지S아파트,래미안서초에스티지S아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’래미안서초에스티지S아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포15차아파트,신반포15차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포15차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안서초에스티지S아파트,래미안서초에스티지S아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’래미안서초에스티지S아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초e-편한세상2차아파트,서초e-편한세상2차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초e-편한세상2차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안리더스원아파트,래미안리더스원아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’래미안리더스원아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,대림아파트,대림아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’대림아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,반포미도2차아파트,반포미도2차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’반포미도2차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초센트럴아이파크아파트,서초센트럴아이파크아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초센트럴아이파크아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,잠원대우아이빌아파트,잠원대우아이빌아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’잠원대우아이빌아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초포레스타7단지아파트,서초포레스타7단지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’서초포레스타7단지아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,잠원현대아파트,잠원현대아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’잠원현대아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포11차아파트,신반포11차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포11차아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,잠원대우아이빌아파트,잠원대우아이빌아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’잠원대우아이빌아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,현대멤피스아파트,현대멤피스아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’현대멤피스아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배래미안아파트,방배래미안아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’방배래미안아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,롯데캐슬주피터아파트,롯데캐슬주피터아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’롯데캐슬주피터아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,잠원대우아이빌아파트,잠원대우아이빌아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’잠원대우아이빌아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배아트자이아파트,방배아트자이아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’방배아트자이아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,아크로리버뷰신반포아파트,아크로리버뷰신반포아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’아크로리버뷰신반포아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안신반포팰리스아파트,래미안신반포팰리스아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’래미안신반포팰리스아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,"임광1,2차아파트","임광1,2차아파트의 인구는 몇명이야? ",MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,"MATCH (k {name:’임광1,2차아파트’}) RETURN k.pop",1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,반포써밋아파트,반포써밋아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’반포써밋아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,한신타운아파트,한신타운아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’한신타운아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,삼환나띠르빌아파트,삼환나띠르빌아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’삼환나띠르빌아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초롯데캐슬프레지던트아파트,서초롯데캐슬프레지던트아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’서초롯데캐슬프레지던트아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,잠원대우아이빌아파트,잠원대우아이빌아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’잠원대우아이빌아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배아크로리버아파트,방배아크로리버아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’방배아크로리버아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초트라팰리스아파트,서초트라팰리스아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’서초트라팰리스아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초센트럴아이파크아파트,서초센트럴아이파크아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초센트럴아이파크아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포25차아파트,신반포25차아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’신반포25차아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포18차(337동)아파트,신반포18차(337동)아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포18차(337동)아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안서초에스티지S아파트,래미안서초에스티지S아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’래미안서초에스티지S아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초아이파크아파트,서초아이파크아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초아이파크아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,LH서초5단지아파트,LH서초5단지아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’LH서초5단지아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,래미안서초에스티지S아파트,래미안서초에스티지S아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’래미안서초에스티지S아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,현대ESA2아파트,현대ESA2아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’현대ESA2아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,양재우성KBS(113동)아파트,양재우성KBS(113동)아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’양재우성KBS(113동)아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배롯데캐슬로제아파트,방배롯데캐슬로제아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’방배롯데캐슬로제아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배래미안타워아파트,방배래미안타워아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’방배래미안타워아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,서초더샵포레아파트,서초더샵포레아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’서초더샵포레아파트’}) RETURN n.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,방배우성아파트,방배우성아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’방배우성아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,삼풍아파트,삼풍아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (k {name:’삼풍아파트’}) RETURN k.pop,1,0
0,[mask_1]의 인구는 몇명이야? ,apt_name,신반포청구아파트,신반포청구아파트의 인구는 몇명이야? ,MATCH ([alpha] {name:’[mask_1]’}) RETURN [alpha].pop,apt_name,MATCH (n {name:’신반포청구아파트’}) RETURN n.pop,1,0
